date,period_3class,period_binary,loop_ratio,total_plays,unique_tracks,unique_artists,tracks_per_play,avg_ms_played,median_ms_played,std_ms_played,total_listening_minutes,night_play_ratio,morning_play_ratio,afternoon_play_ratio,evening_play_ratio,peak_hour,hour_entropy,day_of_week_num,is_weekend
2026-01-22,regular,regular,0.0,15,15,13,1.0,187927.86666666667,198029.0,65845.11336013876,46.981966666666665,0.0,0.06666666666666667,0.9333333333333333,0.0,12,1.5628066324920185,3,0
2026-01-23,regular,regular,0.16666666666666666,18,15,14,0.8333333333333334,204117.11111111112,227573.5,63398.17144318809,61.23513333333333,0.0,0.3333333333333333,0.2777777777777778,0.3888888888888889,22,2.816340114437025,4,0
2026-01-24,regular,regular,0.13114754098360656,61,53,31,0.8688524590163934,190464.62295081967,193168.0,73465.28364045244,193.63903333333334,0.0,0.08196721311475409,0.3442622950819672,0.5737704918032787,19,2.808358169022582,5,1
2026-01-25,regular,regular,0.01282051282051282,78,77,48,0.9871794871794872,145525.53846153847,142634.5,60528.4246356629,189.1832,0.0,0.358974358974359,0.5769230769230769,0.0641025641025641,11,2.6953411814951433,6,1
2026-01-26,regular,regular,0.027777777777777776,72,70,29,0.9722222222222222,240308.91666666666,231448.0,76745.31801670975,288.3707,0.0,0.0,0.1111111111111111,0.8888888888888888,19,2.5508477919262567,0,0
2026-01-27,regular,regular,0.04081632653061224,49,47,22,0.9591836734693877,205928.22448979592,214120.0,51499.186093190394,168.17471666666665,0.0,0.02040816326530612,0.3469387755102041,0.6326530612244898,21,2.6948187741187684,1,0
2026-01-28,regular,regular,0.1797752808988764,89,73,39,0.8202247191011236,173955.7191011236,173987.0,68000.04523009673,258.03431666666665,0.0,0.16853932584269662,0.19101123595505617,0.6404494382022472,19,2.8512509654427616,2,0
2026-01-29,regular,regular,0.05714285714285714,70,66,40,0.9428571428571428,168294.6,179320.5,67100.13905845328,196.3437,0.0,0.14285714285714285,0.37142857142857144,0.4857142857142857,18,2.497535626288984,3,0
2026-01-30,regular,regular,0.2631578947368421,19,14,10,0.7368421052631579,155639.52631578947,149345.0,64473.84496261377,49.28585,0.0,0.15789473684210525,0.42105263157894735,0.42105263157894735,17,2.780858936120107,4,0
2026-01-31,regular,regular,0.02857142857142857,35,34,27,0.9714285714285714,164251.48571428572,145588.0,78164.05231734666,95.81336666666667,0.0,0.11428571428571428,0.4857142857142857,0.4,18,2.942730874261722,5,1
